userName;score;at;content;;
aa o'menz;1;29/01/2023 03:56;Kok di blokir;;
Raka Andhika;5;29/01/2023 03:49;Ok itu;;
Siti Maspufah;1;29/01/2023 03:12;Apaan gopayleter nya kaga ada jadi males;;
Suparni Karnawijaya;5;29/01/2023 02:38;Pelayanan bagus sekali;;
Achhmachaa;5;29/01/2023 01:39;Bagusss;;
Erlan Dayana;5;29/01/2023 01:29;Mantap;;
Agoes Soen;5;29/01/2023 01:01;Sangat membantu;;
Ray 123;5;29/01/2023 00:57;Mantap;;
Andri Maulana;1;29/01/2023 00:57;Aplikasi tolol tiap hari pake gojek plus gopay tapi pas ngajuin paylater malah di tolak kan tolol;;
Rio;2;29/01/2023 00:49;"Haloo, ini kenapaa yaa , sudah beberapa kali kejadian di telp dari aplikasi oleh "" driver gojek "", padahal tidak ada pesan apa apa , mohon di bantu cek dan di tindak lanjuti !!!!";;
Andi Zal;5;29/01/2023 00:48;Oke;;
bayu Sopiandi;2;29/01/2023 00:14;Nyoba;;
David Bekum;5;29/01/2023 00:08;Rindu jaman nadiem;;
Cahyo Negoro;1;28/01/2023 23:51;Gimana ini;;
Tamiang Cy;2;28/01/2023 23:49;Susah dapat driver nya padahal saya sudah order makanan nya.sampai nunggu lama;;
Bintang Ponsel;5;28/01/2023 23:42;Bagus;;
Arief Pangestu;5;28/01/2023 23:35;Aplikasi yang sangat membantu;;
wija art;5;28/01/2023 23:30;Gofood keren;;
Eridarmanto;5;28/01/2023 23:25;Terimakasih sudah membantu para driver;;
Evan Maulana;4;28/01/2023 23:21;Tarif masih terlalu mahal dari Apk sebelah;;
Irzan Majid;4;28/01/2023 23:21;Mantap, cuman waktu penjemputan sedikit lebih lama tolong tingkatkan lagi gojek;;
arum crewedt;4;28/01/2023 23:18;Kalok kita lupa pin gopay tpi nomor sudah gk aktif gimana ya gantinya 🙏🙏;;
Ken Aryo;4;28/01/2023 23:14;Aplikasi gojek sangat membantu beberapa kebutuhan saya dalam transaksi keuangan. Namun, masih ada beberapa hal yang perlu ditingkatkan khususnya pada Go-Car. Dahulu saya suka order GO-CAR karena dari segi harga yang ramah di kantong. Tetapi kadang saya kasihan sama drivernya karena titik jemput yang dikasih lumayan cukup jauh. Padahal sebelum sebelumnya udah dekat dekat. Untuk aplikasi lainnya cukup lumayan lah. Kasih bintang 4 dulu deh ya Bro. Tetap semangat untuk berkarya😊💪;;
Alik Ahmad;1;28/01/2023 23:10;Benerin algoritma rute kuningnya kasihan mitranya jek. Berikan Algoritma sesuai traffic tercepat saat order..jgn random sprti d lapangan biar penumpang gk terlantar..tembok trotoar semua dilibas dikira kita makhlus apa ya.;;
E O;5;28/01/2023 23:08;OK BANGET....;;
Ilham Ramadhan;1;28/01/2023 23:00;Parah sih, makin kesini makin banyak masalah, driver gaptek + ngotot pulak.👎👎👎;;
Ridwan Hdyt;5;28/01/2023 22:48;Di akun gopay saya ko gada gopayleter nya ya;;
Rafly Yuliansyah;2;28/01/2023 22:31;Please dong buat tukang gojeknya, kalo emang ban kempes atau bensin habis ya cancel biar saya bisa pesen baru. Kasian ibu saya pulang naik angkot.;;
Ri Na;5;28/01/2023 22:22;Ok;;
aria dica rizal mahyudin;5;28/01/2023 22:18;Gojek oke;;
Riez_ Soka;1;28/01/2023 22:17;Keamanan akun tdk terjamin. Mana bukti saldo tertarik bukan dari transaksi kita saldonya bisa kembali. Perbaiki kwalitas keamanan lah.;;
Hadiansyah hadi;5;28/01/2023 21:56;Mantaps;;
Sang Penjaga 908;5;28/01/2023 21:52;Mantap layanan go foodnya;;
Ade Muhayati;5;28/01/2023 21:50;Sangat membantu gojek dan perjalanan lebih mudah dan cepat;;
Samayahu;5;28/01/2023 21:45;Mantap;;
Achmad Nurti Toni;5;28/01/2023 21:44;Sangat membantu;;
Gusti Yani;1;28/01/2023 21:32;Saya beri bintang 1 karena sistem gopay laternya tidak baik, saya gunakan tgl 29 tgl 1 sudah ditelp dan dikatakan menunggak seminggu saja belum ada ada sudah dikatakan menunggak dan dikenakan denda, sistem perhitungan pay later macam mana yang digunakan. Pay later yang seharusnya sebulan jadi 2-3 hari udah dikenakan denda tidak masuk diakal;;
Aliah Raffa;5;28/01/2023 21:17;Alhamdulillah Ya Allah SWT, dan Terima Kasih Banyak ya Bapak dan Ibu 🤲🙏👍😊;;
Maulana Danu Wicaksono;1;28/01/2023 21:08;Eek lah maksa banget minta upgrade ke gopay plus;;
pak no;5;28/01/2023 20:37;Driver nya ramah;;
Darwin NathanRaja86;1;28/01/2023 20:21;Gagal masukkan pin GoPay langsung terblokir, saya sudah melakukan lupa password/ pin masih tetap tidak bisa melakukan transaksi. Fasilitas lupa password/ pin untuk GoPay nya bagaimana tuuuhhh???;;
Tommy Chang;5;28/01/2023 20:21;Awesome;;
Muhammad Deris;5;28/01/2023 20:10;Sangat membantu;;
Lixx Kanaeru.;1;28/01/2023 20:10;maaf untuk pt gojek, saya pengen nanya, knapa saya ndaftar akun baru pake nomer saya kok otp nya ga masuk ya??;;
Tan pan;5;28/01/2023 20:06;Cepat dan mudah;;
Ardi Yuli;5;28/01/2023 20:05;Maps nya presisi ngga kaya kompetitor sebelah ngawur mapsnya;;
Sabeeque Rozzan;4;28/01/2023 20:01;Saya ingin verivikasi email gojek saya, nggak pernah bisa, yang perlu saya edit, tolong dibantu secepatnya ya!, Via jeklin juga nggak bisa. Terima kasih sebelumnya.;;
Ahmad Solikhin;1;28/01/2023 19:56;Mengganggu.akeh iklane;;
Wahyudin Wahyu;5;28/01/2023 19:55;Bagus sekali pelayanannya;;
Hadijah Hadijah;5;28/01/2023 19:49;Senang sekali pakai Gojeg;;
Jadilah Bintang;5;28/01/2023 19:48;Mau dong di tingkatkan lagi... Programnya;;
Maul Ganz;5;28/01/2023 19:45;Mantap;;
SMK Spes Patriae - Santo Lukas Sunter;5;28/01/2023 19:43;Mantap;;
Mas Aldo;5;28/01/2023 19:40;Karna bikin orang sedih gk baik jd bintang 5 aja;;
Rifay Bolang;5;28/01/2023 19:27;GOPAY OKE JUGA KO SANGAT BERGUNA;;
Dagdigdug Der;2;28/01/2023 19:11;Gocarnya ngapa dh 🙄 gua udh pilih buat yg 6org, tpi dapetnya mobil kecil yg muat 3org. Smpe 2x order, sama aja. Padahal ongkirnya, ongkir buat yg 6org bukan 3org. Lawak bgt. mnding lgsg aplikasi sebelah. Pilih yg 6org ya yg Dateng yg muat 6org. Ramah bgt lagi drivernya.. perbaiki lagi tuh sistemnya. Atau apalah itu namanya. Biar penumpang yg lain ga ngalamin kyk gua gini...;;
Wimpie F Tanamal;4;28/01/2023 19:05;Cukup baik pelayanannya;;
wen s;1;28/01/2023 19:02;Tarif gojek makin mencekik, bukannya membantu. Saya tahu biaya pengembangan itu besar. Cuma gak sebanyak itu juga gojek ambil keuntungan. Beli makan misal, resto diminta potongan, sama pembeli juga ada jasa aplikasi 6000, udh lah resto up harga pasti, Semakin gak wort it beli di sini. Semakin kaya pemilik gojek, driver2nya diperas 20%, gede banget udah kayak rentenir;;
Arzani Collection26;5;28/01/2023 18:56;Oke;;
Margaretha Devita;4;28/01/2023 18:53;Sangat baik pelayanan;;
Bertrand Farrell;5;28/01/2023 18:46;Bgs;;
Adhe Chandra;5;28/01/2023 18:35;Terima kasih ..sangat membantu sekali;;
Muhammad Handika Hafizh;1;28/01/2023 18:33;mahal tarif nya di bandingkan dengan maxim;;
Handayani Puspitasari;5;28/01/2023 18:19;Gojek selalu di hati;;
Fadhlandi Naufan Zharfano;1;28/01/2023 18:12;Ganti tujuan gabisa kalo pake poin, disaat yg sama gabisa ganti metode bayar. Jadi terpaksa lanjut.;;
sukma maulana;5;28/01/2023 18:10;Nyaman;;
mugi jaya seprei;5;28/01/2023 18:08;Baik;;
Zainab Umar;5;28/01/2023 18:05;bagus;;
Muhamad Rahmat;1;28/01/2023 18:02;Online gk pernah libur...tp udh 1bulan lebih sehari cma dpet 4 atw 5 parah.... Banget..yg lbih parah lg,,tman sehari psti cancel tp ttep aj gacor....gmna nich sistem gojek sekrng sich...;;
Shanti Saraswati;5;28/01/2023 17:50;Gojek sangat membantu sy krn sy tdk bisa membawa kendaraan.😊;;
Randy Mamusung;1;28/01/2023 17:45;Respon dalam melaporkan masalah lambat banget, bahkan ada yang tidak direspon...;;
Tini Tini;5;28/01/2023 17:36;Sangat baik dan ramah;;
Dimas Nugroho;1;28/01/2023 17:34;Gabisa nganter melebihi 100km tuh sampah;;
minami hamabe;1;28/01/2023 17:31;dulu bisa pasang 2 voucher di gofood, sekarang gk bisa;;
rommie siregar;2;28/01/2023 17:31;Saya kurangi bintangnya karena sekarang sulit untuk komunikasi dengan driver go food, Tolong diperbaiki cara komunikasi antara customer dengan driver go food;;
Ahmad Zuhdi;5;28/01/2023 17:23;Sangat senang;;
Ridwan Gjk;1;28/01/2023 17:20;Gojek semangkin kesini semakin gila ongkirnya mahal potongan untuk drever terlalu banyak kok tidak kasian km sama drevermu semanjak gojek di pegang andre dan kevin hancur bisanya hanya memeras uang drever dan castamer buat bi bpk nadim tolong kembali ke gojek jangan sampai di pengang kevin sama andre karna dia binatang tidak manusiawi.. Merdeka;;
Ari Fin;5;28/01/2023 17:11;Ok;;
Gardo Margo;5;28/01/2023 17:08;Bermanfaat sekali wow;;
Niken Tambunan;5;28/01/2023 17:07;Bagus sekali;;
ahmad maulana suyanto;5;28/01/2023 17:05;oke;;
Misni Herawati;5;28/01/2023 16:57;Bagus Kok Bagus;;
Gavin Samudra;5;28/01/2023 16:54;sukses sllu yaaaa;;
Linaherlina88gc @gmail.com;5;28/01/2023 16:53;Pengendara ramah;;
NURUL ANAM;5;28/01/2023 16:51;ok;;
Iksan Sarwono;5;28/01/2023 16:45;Sangat membantu;;
Wawan Setiawan;5;28/01/2023 16:44;Ok;;
wagiman rachmat;5;28/01/2023 16:44;Makin oke;;
luthfizal dertha setiawan;1;28/01/2023 16:43;"Awalnya ga percaya sama ojol yang katanya ""elegan"" Karena ga ngerasain sendiri, hari ini ternyata kebuktian padahal engga lagi make jasanya. Udah kejadian ini kayanya make aplikasi gojek cuman buat gopay doang, tolong di tindak, kasian sama driver yang bener bener serius nyari nafkah.";;
Apr-29;1;28/01/2023 16:39;Eror;;
Iftika Ikha;5;28/01/2023 16:36;keren;;
mas GANTENG;1;28/01/2023 16:34;Asu penyalah gunaan. Aktifitas tdk wajar babi;;
waya simbangando;4;28/01/2023 16:32;Semakin mahal tarifnya&jarang dapat promo diskon kalau jarang dipakai;;
Jonni Garingging;5;28/01/2023 16:28;Bagus banyak promo nya.mantap;;
Reza Fahlavi;1;28/01/2023 16:27;Apk bodoh, minta tolong dibenerin, maps sering error, lebih di permudah cari alamat yg diluar lokasi google;;
Muslim Alalim;5;28/01/2023 16:27;Saya mohon maaf atas tidak membayar hutang saya setelah menggunakan sistem paylater sya niatnya mau bayar tapi akunnya sudah di bekukan dan skrng nomor yg di pake udh gk ada, saya bingung bayarnya jadi saya mohon untuk mengikhlaskan utang saya di apk ini😭;;
Kholifah Nuraini;5;28/01/2023 16:21;semuanya baik;;
Ghina Sahid;5;28/01/2023 16:18;ok;;
Sofiyatil Anwariyah;5;28/01/2023 16:16;Best bnget gojek mah👍;;
Bisma Permadi;5;28/01/2023 15:59;Top membantu mobilitas;;
Anisyah Dilviana;1;28/01/2023 15:58;tolong misal kalo mau top up, kalo no belom terdaftar di gojek, jangan di suskesin tf nya. ini w bingung banget cara ngembaliin nya gimana😞;;
awing restu widiharmoko;1;28/01/2023 15:46;Saya beli paket data, gopay sudah terpotong, tapi paket data tidak masuk, begitu saya ajukan komplen, malah disuruh tindak lanjut sendiri ke provider.. MENGECEWAKAN...;;
fauzan siregar;5;28/01/2023 15:41;Bg kalo bisa di peanornor bikin gojek aja bg,orang si hawa,riski,nela,sarah dan windi gabisa pulang bg,gaada angkot soalnya dan untuk jjk juga bg Slebew;;
Tato Yulianto;5;28/01/2023 15:38;Ada&cepat saat dibutuhkan;;
Anita Rahayu;1;28/01/2023 15:37;Alamatnya gak bisa dirubah, dicancel juga gak bisa, favorite hilang , harga naik nya gak kira2, semakin ribet.;;
Tino Good;5;28/01/2023 15:30;anjay alok;;
Deni Ramdani;5;28/01/2023 15:24;Bagus semoga ledepannya lnacar2 aja;;
Adi Muhaimin;5;28/01/2023 15:20;driver sangat ramah;;
billi romansah;5;28/01/2023 15:09;Istimewa;;
Aulia Nurulfz;1;28/01/2023 15:05;Jelek bgtt, pesanannya bbrapa kali dibatalinn, jdi hrs nunggu lamaa lagi, ah lama² beli mobil kalo kek gini trs;;
Fauzi Ferdiansyah;5;28/01/2023 15:05;Ok;;
Sugianti Sugianti;1;28/01/2023 15:05;Saya mengalami kendala pergantian nama,,, tapi saat menghubungi pihak Customer service kendala saya tidak bisa di proses,, jelas jelas ini akun pribadi saya,,, payah gojek;;
Fatih Suwanda;5;28/01/2023 15:02;Top Mantap is The Best;;
Muhammad daffa ariansyah;2;28/01/2023 14:57;1 jam gk dapet driver;;
Diana Diana;5;28/01/2023 14:57;orang ny ramah;;
SyahruL DoDa;5;28/01/2023 14:53;Mantap;;
Mochamad Sofyan;5;28/01/2023 14:53;Ok;;
hilman nurul;1;28/01/2023 14:51;aplikasi buruk;;
timbul suprayitno;1;28/01/2023 14:50;Kurir GOSEND INSTAN 1 X 24 jam pesanan saya tidak dipickup, status tidak jelas komplain by email robot;;
pid vid;4;28/01/2023 14:50;Lumayan;;
Beni Setiawan;5;28/01/2023 14:47;oke;;
Fajar Almunawar;5;28/01/2023 14:36;Ok;;
DZAKI ANMARIS;1;28/01/2023 14:36;Jarang dipake tbtb unusual device setup;;
Neil Armstrong;1;28/01/2023 14:34;Aplikasi begok, mau input alamat ga bisa. Bagusan grab;;
Pradipta Izan;4;28/01/2023 14:31;Yok tambahin promonya;;
Niccosan;1;28/01/2023 14:30;"Tidak ada fitur Tracking Resi ""tanpa"" harus memesan dari apk ini. Perusahaan sudah sebesar ini, fitur msh kurang lengkap... Biaya pelayanan aja yg makin mahal !";;
Raja Limbong;5;28/01/2023 14:24;Membantu;;
Sony Sony;5;28/01/2023 14:15;Sangat membantu sekali;;
FREEDOM CHANNEL;1;28/01/2023 14:13;Request Pickup gosend sameday dari tokped mulai Jam 8 pagi sampe jam 5 sore gak dateng2, susah cari driver juga. Parah!!;;
Loki awasome;2;28/01/2023 14:09;terlalu lama menunggu driver saat pesanan go food sudah selesai;;
Lubab Dillah;5;28/01/2023 14:08;Apk nya keren;;
Revano Akbar;1;28/01/2023 14:07;Saya tidak bisa mentransfer saldo gopay ke saldo dana. Selalu eror;;
Noer Taufiq;5;28/01/2023 14:01;Makin baik;;
Novalia Ell Safitri;5;28/01/2023 13:58;Bgus;;
D.Ishak Munawwar imq;5;28/01/2023 13:51;Oke;;
?;5;28/01/2023 13:50;Lpa ini sugab gnadak gnadak gal utig ipat ppg gnay gnitnep nanakam ayn epmyna..;;
Andy Tombol;4;28/01/2023 13:49;memuaskan;;
aris priyadi;2;28/01/2023 13:39;Dear gojek Sekarang kalau hujan kenapa tidak bisa pesan lewat layanan gofood?? Semua resto tidak dapat menerima orderan. Karena hujan itu saya gak keluar jadi pesan lewat gofood dan 1 lagi. Sekarang kalau pesan go ride driver nya sering komplen kalau kita minta lewat jalan protokol. ( driver nya jalan sesuai dengan rute yang di berikan sama aplikasi karena jauh kalau lewat jalan protokol dan tak sesuai ongkos) Kasih pilihan buat kita buat merubah rute perjalanan . Tolong d pertimbangkan;;
Jenal Jenal;5;28/01/2023 13:34;Ok;;
Yan Manna p;5;28/01/2023 13:32;Bagus Tingkatkan;;
Septi Sitorus;5;28/01/2023 13:19;Mantap;;
Ronaldus Bagas Prasetyo;5;28/01/2023 13:17;Salut sih, pelayanan gopaylater.. masih yang terbaik..;;
Zainal Revano Manantha;1;28/01/2023 13:03;Makin lama mkin gak jles sistem nya. Dan ongkosnya bikin pelanggan berkurang. Ada apa denga gojek saat ini?;;
Ryzqa Zainal Arifin;5;28/01/2023 13:02;Bagus aplikasinya .. gampang penggunaanya;;
Wija Yanti;5;28/01/2023 12:58;Banyakin aja promonya biar makin oke;;
ronald Aprianto;5;28/01/2023 12:52;Sangat membantu;;
Lee Dia;5;28/01/2023 12:48;Excellent;;
Reva Fahri;1;28/01/2023 12:44;keluhan tidak ditindaklanjuti;;
nurul asiyah383;5;28/01/2023 12:43;Affa iyha;;
Siti Nuha;1;28/01/2023 12:41;Dear gojek bisa tolong bantu saya untuk di hubungi, krn sudah lebih dari 1minggu saya tdk bisa masuk ke apk gojek ini, sdh install dan uninstall brp kali tetap sama.trm kasih;;
Dude Azhara;5;28/01/2023 12:40;Kenapa Selalu Terhenti Mulu Udah 3 Kali Download Tolong Dibenerin;;
Muhammad Ainun Navis Al-Suyudi;2;28/01/2023 12:40;Payah, harga awal sebelum mesen di bawah 10rb, pas dah di pesen masa naik jadi 10rb lebih, aneh,;;
Costner Channel;5;28/01/2023 12:40;Harus semakin baik dan lebih baik lagi;;
Vivi Juli;5;28/01/2023 12:38;POKOKE TOP LAH ...;;
Nita Tecno4;5;28/01/2023 12:24;Suka;;
Immanuel Ezra Andre Setiawan;5;28/01/2023 12:16;Sangat membantu;;
Imung Nuryantoro;1;28/01/2023 12:11;Gak ada kolom untuk kritik dan saran di aplikasi ini 🤬;;
Widi Harmanto;4;28/01/2023 12:10;mantafff;;
potra moto;5;28/01/2023 12:05;Keren abiss;;
08 Bisma Aryanto;5;28/01/2023 12:01;Aplikasi yang sangat bagus untuk berpergian kemanapun;;
Ijay Ijay;5;28/01/2023 12:00;Sangat puas;;
Fadilah Kurniawati;5;28/01/2023 11:59;Membantu;;
Muhammad Arief Wibowo;5;28/01/2023 11:58;Mantab;;
Ema Kartini;5;28/01/2023 11:57;Bagus;;
Annisaintan Sr;1;28/01/2023 11:56;Njir lu gojek kgak bisa login;;
Nurfadilah manggapa;5;28/01/2023 11:51;Gojek emang bisa di Andelin,butuh kendaraan,makanan,minuman,belanjaan,ataupun kuota tinggal klik dari rumah sambil rebahannn.gak tau lagi deh buat yg buat ni app,bener mikirin si pemakai app banget👍👍;;
Bang Ager;2;28/01/2023 11:35;Gimna sih padahal transaksi blum 20jt ko buat tf tf gak bisaa sih, katanya limit transaksi sudah mencapai 20jt;;
Danik Busana;4;28/01/2023 11:31;Lancar lancar aja;;
Marces Xd2;5;28/01/2023 11:29;Okkkk bgt sihhh;;
Yunze Syifa;1;28/01/2023 11:29;⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐🧡🧡🧡❤️🧡🧡🧡🧡🧡❤️🧡❤️🧡❤️🧡❤️🧡❤️🧡❤️⭐⭐⭐⭐;;
Odie G;1;28/01/2023 11:27;Susah amat dapet driver;;
Paula Paula;1;28/01/2023 11:23;GOCAR nya ngawur, arah bolak balik nya bisa selisih 10 rb lebih padahal jalan yg dilalui adalah sama hanya beda jalur saja. SOLUSI yg tdk relevan jwban dr CS nya, padahal user byk yg ngeluh klu jalur PP adalah sama hanya beda jalur, dimana di kota pasti ada 2 jalur tapi selisih tarif nya bisa sampai 14 rb.... Dikomplain jwbannya sellalu *selalu berupaya memberikan tarif terjangkau* sudah basi jawabannya tapi Tidak diperbaiki sistem nya. So dari ⭐ 2 lbh baik diksh ⭐ 1 saja 😀;;
EDY SUBAGIONO;5;28/01/2023 11:15;Sip pokok e;;
Anditya Tri Wanggono;1;28/01/2023 11:13;Overall bagus, namun annoying sekali saat tinggal check out makanan malah bengong sistemnya. Banyak sekali yang pindah ke aplikasi sebelah karena gojek sering bengong.;;
Syarifah Hartati alaydrus;5;28/01/2023 11:13;Sangat membantu saat hujan dan malam bawa anak kecil gojeq pilihan terbaik aman murah dan ramah semua;;
andin meirahma;5;28/01/2023 11:02;Kasih bintang 5 keknya harus diturunin nih ongkir nya;;
Edi Hartono;5;28/01/2023 11:01;Sangat membantu..;;
Tian Karomah;5;28/01/2023 10:51;Aplikasi luar biasa, sangat membantu meringankan kerepotan kaum emak-emak 👍, makasih gojek, semoga makin berkembang lagi pelayanan nya;;
Musrizal eka putra;5;28/01/2023 10:49;mantap;;
Lulu Afifah;1;28/01/2023 10:46;Saya mau Join gojek menggunakan nomor ponsel lama, selalu mendapatkan notifikasi error why ya, padahal gopay later ku belomm di bayar .;;
Indra Solius;5;28/01/2023 10:44;Menyenangkan;;
Soenoe Rahadjo;5;28/01/2023 10:42;Terima kasih;;
Supri Yanto;5;28/01/2023 10:39;nih tempat saya cari tambahan buat dompet ok dan mantap tapi orederan kenapa agak susah ya;;
Sabri M. Syukur;5;28/01/2023 10:33;Bagus;;
Rhama David;1;28/01/2023 10:25;Giliran ada promo kendala pesan antar mulu kocag..;;
Jawamart Jawamart;5;28/01/2023 10:25;Mantap;;
Tengku Faaz Ilman;5;28/01/2023 10:21;Sangat membantu di saat lagi males keluar;;
Rizki Rahmad Fajri;5;28/01/2023 10:17;Mantap;;
Misbah Elhuda;5;28/01/2023 10:15;Ok;;
Henky Ariayudha;5;28/01/2023 10:09;Terimakasih banyak gojek;;
Dolano Pattiasina;5;28/01/2023 10:09;Terimakasih gojek;;
Bambang Hidayat;5;28/01/2023 10:06;Kermaks!;;
Gilang Saputra;1;28/01/2023 10:03;Masa saya di omelin gara gar ngekensel padahal dia baru saya pesan 3 menit lagih sampai eh pas saya kensel dia nyamperin ke lokasi saya marah² dasar Manahan dia ngambil duit saya secara paksa 20k;;
Sisi Rasida;4;28/01/2023 09:50;JANGAN MAHAL2, JAMAN LG SUSAH. BNYK USAHA YG BANGKRUT. TDK USAH PAKAI BIAYA APLIKASI KRN SUPIR SDH DIIPOTONG BNYK. KASIHAN MRK PERLU MENGHIDUPI KELUARGA. BEREMPATILAH PD ORG JIKA PEMILIK GOJEK SDH TAJIR;;
Agoes Suprayitno;5;28/01/2023 09:39;Mantap perjalanan semakin mudah dengan gojek.makin sukses buat gojek dan sejahtera buat mitranya.;;
septia wahyu;5;28/01/2023 09:24;Greatttt;;
Wijaya Herman;4;28/01/2023 09:24;yaaa...;;
Nur Yadi;5;28/01/2023 09:17;Mantapks indriver peetahankan autobid baiar gada yg paket bot sama mod;;
jarod surya putra;5;28/01/2023 09:13;Bagus;;
Ratna Kusuma;1;28/01/2023 09:10;Sudah diperbarui masih aja sering melenceng map nya,udah gitu kenapa orang pesan makan kena biaya pesanan ,mana mahal pula sekarang Ngikut ngikut aplikasi sebelah atau gimana si Gojek ini;;
Bagas Maulana;1;28/01/2023 09:04;Nyesel saya pakai gojek kebanyakan driver nya pada songong semua, trifnya juga mahal driver nya pada lemot;;
Andha Iskandar Nasution;5;28/01/2023 08:59;Aplikasi nya cepat dan nyaman digunakan. Dan yang penting punya Orang Indonesia...;;
Rizky Harahap;1;28/01/2023 08:53;Gofood harga harganya lebih mahal di banding harga di tokonya lansung;;
Wiwin Nurlela;1;28/01/2023 08:50;Pak Nadiem...tolong kembali ke GOJEK INDONESIA,sistem sekarang sangat menjajah,mereka memikirkan keuntungan untuk dirinya sendiri tanpa memikirkan kesejahteraan mitranya...pliss pak nadiem kembali ke gojek;;
SSD Depok Pelni;4;28/01/2023 08:42;Àaaaaaaàaaaaaàà;;
Wulan Mentul;2;28/01/2023 08:31;Kenapa kok akhir2 ini gak bisa d buka aplikasinya ya.. krna saya mau bayar tagihan gopaypinjam. Jadi gak bisa.;;
kurniawan firman;4;28/01/2023 08:18;The best aplikasi;;
henkyariayudha grabsub;5;28/01/2023 08:06;Terimakasih;;
Cover Music14;5;28/01/2023 08:01;Kerenn;;
Roma Romadi;5;28/01/2023 07:51;Aman nyaman;;
Aeno Aeno;5;28/01/2023 07:46;Bagus;;
catur ernawati;5;28/01/2023 07:34;Selalu aman dan nyaman;;
Maiana Nomeni;5;28/01/2023 07:10;Mantaplah dan sangat membantu;;
Maratus Sakinah;5;28/01/2023 06:57;Bikin hidup lebih mudah....;;
Aryo pamungkas Pamungkas;5;28/01/2023 06:30;Cepst m amsn;;
Gresi Sanjaya;1;28/01/2023 06:25;Udah 2 kali tiap naik gojek klik promo tapi tidak terpasang,katanya promo tapi diklik kok tidak terpasang,tolong sistemnya diperbaiki,dulu kalo ada promo selalu terpasang otomatis,sekarang diklik aja tidak terpasang,udah 2 kali gitu terus.....jadi males;;
Elisah Elisah;2;28/01/2023 04:22;Aplikasi gk bsa ke buka payah.gmna mau pesen order.sy kah bintang dua aja dulu lah.;;
Ary Exs;1;28/01/2023 03:38;Sekarang e wallet gojek semakin buruk kualitasnya,hanya gara2 mengganti nomor, akun gopay saya di off kan/di non actifkan dari pusat untuk melakukan transaksi ke sesama gopay. Seharusnya berikan peringatan terkait, jika itu memang di larang.;;
Bang Toyib;5;28/01/2023 03:16;Mantap;;
Ashmar Huzairin;1;28/01/2023 02:35;Tambahkan login lewat akun google;;
Bobi Fadilah;1;28/01/2023 01:59;min gmana sih kata petunjuknya harus memasukkan no yg lama, tapi tdk ditemukan? sy punya kendala no gojek nya hilang;;
Tri Lestari;2;28/01/2023 00:51;Kenapa aplikasi gojek customer tidak bisa di update;;
Emmi Gustatia;1;28/01/2023 00:37;Gabisa dk download;;
Muhammad Zakwan;1;28/01/2023 00:34;Bsa pulak promo kelen gak bisa dipake kLau gak bsa gak usah buat promo gakjelas;;
July Kusuma21;1;28/01/2023 00:26;Gak bisa di intal udah lebij dari 5x download;;
Rina Khansa;1;28/01/2023 00:18;Nambah kesini aplikasi ini nambah gak jelas, sekarang tidak bisa tranfer ke no gojek lagi,;;
Romy Hardiansyah;5;28/01/2023 00:16;Terima kasih goojek jadi lebih mudah mau apa aja dan makan apa aja,, sukses selalu untuk goojek..;;
Tya Tya;5;28/01/2023 00:10;Mantap Gojek;;
Herdi Datuk;1;28/01/2023 00:09;Pesen gofood mahal,sekalinya ada promo ongkirnya di naikin;;
ZULVAN ALFANDI;1;28/01/2023 00:05;Janganlah pakai gojek, ongkir nya mahal, belum lagi biaya jasa. Tinggalkan saja gojek;;
Anang Budiono;5;28/01/2023 00:04;Oke;;
Rully Chaniago;5;27/01/2023 23:59;Keren;;
Denis Dablu;5;27/01/2023 23:57;Sangat membantu mobilitas kerja;;
sehan moh;1;27/01/2023 23:48;Ga lagi lagi dah pakai gojek . Kualitas ga ada . Malah minta biaya aplikasi 6 rb . Gila aja bruh . Gedean biaya aplikasi d bandingin biaya bungkus makanan . Ngotak bro untung kalian lebih gede dari penjual makanan ?? Situ waras ???;;
Oky Gunawan;5;27/01/2023 23:41;Aplikasi gojek ini sangat membantu saya sehari hari;;
Achmad Rafli;5;27/01/2023 23:12;Ingin menggunakan aplikasi ini;;
apiet rocknroll;5;27/01/2023 23:12;Mantap;;
Kirana Nadine;1;27/01/2023 22:58;Ketika daruri di perlukan di malam hari dan sedang gerimis padahal di maps ada yg online tapi gak ada yang ambil udah sering kali.akhirnya mulai sekarang aku pindah aplikasi lain yng sangat membatu.....tanks. dan mulai sekarang aku uninstal.;;
sutrisno slamet;5;27/01/2023 22:25;Lm.;;
nani sumarni;5;27/01/2023 22:22;Sangat memuaskan,,mau pesen apapun jadi gampang;;
Sarah amelia;5;27/01/2023 22:21;Sangat membantu saya;;
sulis wanto;1;27/01/2023 22:11;sekarang ga ada lagi voucher ongkos kirim yg bisa di pake. jdi udah ga mesan gofood lagi mending beli sendiri.;;
Setyatie Rj;5;27/01/2023 22:04;Aplikasi ini sangat membantu dan Bermanfaat sekali Terimakasih Gojek 👍👍👍👍;;
22_ FADIL ARIZQI;1;27/01/2023 22:02;Buruk sekali, kenapa saya diblokir untuk menggunakan gopay, padahal sangat saya butuhkan untuk kegiatan sehari²;;
